tweet,side-effect,ineffective,rushed,pharma,mandatory,unnecessary,political,ingredients,conspiracy,country,religious,none
 vinyljules yes thats misgiving dont question pfizer done fine job theres also question hasnt subjected usual lengthy tests vaccine goes understand accept reasons,0,0,1,0,0,0,0,0,0,0,0,0
 fryling_n hugodejonge astrazeneca netherlands happy vaccins hugo jonge bought way much money,0,0,0,1,0,0,0,0,0,0,0,0
 rapid loss antiviral immunity modernas prior mrna vaccine flu going another concern get similar results published data low level covid19 immunity could lost little 46 months even two doses,0,1,0,0,0,0,0,0,0,0,0,0
 barda gave 500m company technology hasnt proven ever moderna zero marketed products despite huge pipeline ample resources commercialize said pipeline wow talk desperation barda mrna,0,0,0,1,0,0,0,0,0,0,0,0
 davidjohnsonuk stephennolan story 5 months old knew back whole charade uk government signed deal 250 million doses vaccine thats even ready yet,0,0,1,0,0,0,0,0,0,0,0,0
 ahso borisjohnson appeased andrew lloyd webber kind vaccine passport pilot scheme idea reopen everything everyone time officialalw wont help theatres,0,0,0,0,1,0,1,0,0,0,0,0
 katyandtheboys grahamneary govuk pfizer saviours pfizer paid 4747652947 since 2000 damages caused vaccines drugs,1,0,0,0,0,0,0,0,0,0,0,0
 borisjohnson first destroy economies west pretending lockdowns etc corona virus install police state regime called great reset economic ruins inject everyone sinister vaccine virus killing almost one,0,0,0,0,0,1,0,0,1,0,0,0
 politicians sides know still faith anonymous blm blacklivesmatter covid covid19 pandemic vaccine vaccines acab,0,0,0,0,0,0,1,0,0,0,0,0
 snodragon57 tuckercarlson dr fauci medical political hack spins facts suit narrative hebill gates intend make fortune covid19 vaccine regardless whats beneficial americans first endorsed hydroxychloroquine later claimed ineffective know thats lie,0,0,0,1,0,0,1,0,0,0,0,0
 jkenney go pfizer vaccine deal epidemic people convulsing floor,1,0,0,0,0,0,0,0,0,0,0,0
 johnson hancock cmo_england snatching defeat jaws victory vaccines havent got many doses claimed media packed arts graduates incapable individual logical thought accept government agenda,0,0,0,0,0,0,1,0,0,0,0,0
 imune therapy research scientist explains corona virus came whos responsible vaccine kill millions victims gatesfauci group fighting make sure trump never hears truththeyll lose billions dollars,1,0,0,1,0,0,0,0,1,0,0,0
 marguskask read proven drug would halt experimental vaccine therefore profit big pharma say dr tess lawrie expert field luck alerting uk gov despite plea johnson hancock,0,0,1,1,0,0,0,0,0,0,0,0
 vaccine passports fascism full effect able anything without one stop orwellian nonsense,0,0,0,0,1,0,0,0,0,0,0,0
 woman king county died blood clot receiving johnson johnson vaccine,1,0,0,0,0,0,0,0,0,0,0,0
 mailonline 26 norwegian seniors dead aftr vaccinated pyzer covid 19 vaccine,1,0,0,0,0,0,0,0,0,0,0,0
 scottgottliebmd giancarlosopo vaccine came quickly covid vaccine less year thats 95 effective flu vaccine less 60 effective around decades ill take vaccine several years pfizer waited biden deemed president announce trump work,0,1,1,0,0,0,1,0,0,0,0,0
 mean tell scientists able miraculously developed covid vaccine months time yet havent developed one aids almost 40 years somethings fishy also flu vaccine less 50 effective given year howd get 945 one,0,1,1,0,0,0,0,0,0,0,0,0
 deal astrazeneca shifts risks involved rollout vaccine taxpayers struck august liability clauses previously reported old line double standards powers bevaccine,1,0,0,0,0,0,0,0,0,0,0,0
 columbia university requiring indian student vaccinated two doses covaxin revaccinate different vaccine real,0,0,0,0,0,0,0,0,0,1,0,0
 would say one big cover get vaccine vaccine getting made january knew virus van tan asking freezers last spring got shares vaccine tell,0,0,0,1,0,0,0,0,1,0,0,0
 obibluraven hes really pushing moderna announce vaccine ready november incredibly convenient timing,0,0,0,0,1,0,0,0,0,0,0,0
 ellymelly would investing time educating vaccines world like continue regurgitate propaganda produced vaccine producers stanley plotkin 50 years industry listen oath say believe hype,0,0,0,1,0,0,0,0,0,0,0,0
 ani uk hand glove pfizer vaccine mafia permission given uk actually get backdoor entry india didnt get permission usa first vaccine 138 crore indians wd hv already cured n immune 25 dec20 swamy39 icmrdelhi,0,0,0,0,0,0,1,0,0,0,0,0
 kevthepoet riseupmelbourne watch ican suit forcing moderna use true saline placebo recommend following highwiretalk,0,0,0,1,0,0,0,0,0,0,0,0
 alan_poirier oh worse even get vaccine wont stop getting covid transmitting exactly point vaccine recovery rate 95 unless old sick body 98 ratethis abt control,0,1,0,0,0,1,0,0,0,0,0,0
 chris_shield coronavirusgoo1 well affected covid shows bmj fly vaccines contributor deaths maybe cause respiratory issues,1,0,0,0,0,0,0,0,0,0,0,0
 dameshowpony jojo49547318 goalkickingguru concerns personal malone contracted covid19 february 2020 later got moderna vaccine infection hopes would alleviate longhaul symptoms believes injections made symptoms worse,1,0,0,0,0,0,0,0,0,0,0,0
 want stupid vaccines dr fauci realdonaldtrump realdonaldtrumppotus whitehouse danscavino jaredkushner ivankatrump flotus please stop pushing vaccines public corona,0,0,0,0,1,0,0,0,0,0,0,0
 clareevans6 theyll trying create vaccine ones open vaccination dont want rushed mrna ones,0,0,1,0,0,0,0,0,0,0,0,0
 adamjohnritchie think extended gap doses vaccine safe gov playing russian roulette lives know efficacy know safe,0,1,0,0,0,0,0,0,0,0,0,0
 itcomebackszn vlad2d71828 chrissaccoccia1 look photo posted vaccine suppliers government juicing covid death figures 30 day rule meaning death totals flu pneumonia collapsed yet trying blame vax deaths anything else,1,0,0,0,0,0,0,0,0,0,0,0
 hot_diggity_d myworditslongy one ever injected anyone mrna vaccine watched happened 20 years brand new oxford vaccine based using deactivated virus like every vaccine ever mrna may fine great leap forward long term safety unclear,1,0,0,0,0,0,0,0,0,0,0,0
 somersetblue dpjhodges half customers wont able go pub pubs go business wont go anywhere requires dodgy pcr test experimental vaccine without liability fascism 20,0,0,1,0,0,0,0,0,0,0,0,0
 even living fear due covid propaganda still skeptical damn vaccine bc mean way damn fast doesnt shit take time thats one thought mind everyone else like need get back normal,0,0,1,0,0,0,0,0,0,0,0,0
 dwilliam9940 johnson attempts rubbish criticism narrative question pcr test labelled covid deniers question vaccine called antivaxxers question piersmorgan titled covidiots easier dismiss engage,0,0,0,0,0,0,0,0,0,0,0,1
 bigpharma companies need make sure people taking covidvaccines know specifically allergens need aware counteract vaccines pfizervaccine covid,1,0,0,0,0,0,0,0,0,0,0,0
 johnson johnson single shot vaccine efficacy remains public scrutiny,0,1,0,0,0,0,0,0,0,0,0,0
 80 year old woman seriously injured taking astrazeneca vaccine april 2021 covid19vaccines via bitchute,1,0,0,0,0,0,0,0,0,0,0,0
 wiccan_vixen vincentcrypt46 germany study hidden 20 ferrets got astrazeneca vacc 20 respiratory system similar 40 infected vaxxed died within 2 days others ill 2 weeks fully recovered,1,0,0,0,0,0,0,0,0,0,0,0
 christovxvii hayley_2021 even read vaccine gates read,0,0,0,0,0,0,0,1,0,0,0,0
 unelected non licensed health expert sued violating anti trust laws wishes save us magic needle take vaccine seems monopoly treatment options well,0,0,1,0,0,0,0,0,0,0,0,0
 expecting things happen throwing still havent found cure cancer cure say common cold fda investigating allergic reactions pfizer vaccine reported multiple states,1,0,0,0,0,0,0,0,0,0,0,0
 manmademoon exactly im taking vaccine trump wants put rushing vaccine needed virus extremely deadly idiots refuse follow simple rules months end making situation worse everyone else,0,0,1,0,0,0,0,0,0,0,0,0
 peekskyra live lead quiet life dont travel go theatre restaurants pubs clubs risk vaccine higher risk covid risk pfizer experiment worth taking ill manage body thank done 69 yrs,1,0,1,0,0,0,0,0,0,0,0,0
 chimera414 data cdcs vaers us reporting system im saying mate therell significant fallout experimental vaccine already crazy aus push roll eagerly soon,0,0,1,0,0,0,0,0,0,0,0,0
 efcswe eu_health take risk pfizer inside body mrna delivers cells instructions stored dna molecules carry genetic code,1,0,0,0,0,0,0,1,0,0,0,0
 normanswan hmm astra z job cant get herd immunity vaccine pivot mrna pfizerforall,0,1,0,0,0,0,0,0,0,0,0,0
 health care worker alaska serious allergic reaction getting pfizers coronavirus vaccine tuesday dec 15 remained hospitalized wednesday dec 16 morning observation,1,0,0,0,0,0,0,0,0,0,0,0
 pls copy paste shes disgraced husband moderna lawyer premeditated vaccine back 2016 17 2018 according report world bank google compromisseddemorats premeditated theyre ones killed millions world bc tax stolen,0,0,0,0,0,0,0,0,1,0,0,0
 us ironic pfizer announces covid vaccine available soon 2 days dems claim presidency coincidence think inquiring minds want know,0,0,0,0,0,0,1,0,0,0,0,0
 human immune systems work constant exposure challenge lockdowns impact natural immunity whole host viruses bugs weakening natural immunity favour company vaccines generate profits naturalimmunity,0,0,0,1,0,0,0,0,0,0,0,0
 public_citizen aoc wh orders fda chief authorize pfizers vaccine today resign get vaccine trump gone,0,0,0,0,0,0,1,0,0,0,0,0
 lauren1485 reddevduff itvnews data specially flawed really need stop paying attention daily pcrpositive deaths aka covid deaths headlines headlines totally misleading intent scare control fuel vaccine push follow adaptation fb data,0,0,0,0,0,0,0,0,1,0,0,0
 would get covid vaccines care dont im finding entire vaccine thing puzzling even get vaccine wear mask even get vaccine socially distance open usa,0,1,0,0,0,0,0,0,0,0,0,0
 one wonders many palestinians know theyll volunteering take investigational vaccine us_fda yet unapproved unlicensed us_fda pfizer big pharma zero liability,0,0,1,0,0,0,0,0,0,0,0,0
 vakruta meghanmccain 70 million idiots ignoring protocols jump dont need encouraging vaccine silver bullet panacea trumps gone common sense returned conversations please,0,1,0,0,0,0,0,0,0,0,0,0
 andy_b1969 nigel_farage disputed efficacy az vaccine see derivation vaccines aborted baby parts see video interview transcrip virus vaccine expert,0,0,0,0,0,0,0,1,0,0,0,0
 cnnbrk kerryfjacob always believe company making vaccine claims funny independent tests havent come anywhere near results,0,0,1,0,0,0,0,0,0,0,0,0
 997 survival rate keep yur vaccine pfizer biontech say vaccine 95 effective passed safety checks,0,1,0,0,0,1,0,0,0,0,0,0
 vaccine covid19 fat chance vaccine common colds colds coronaviruses like covid19 herd immunity antidote sheer stupidity fear guiding us sheltering rather exposing acquiring critical immunity folly,0,1,0,0,0,1,0,0,0,0,0,0
 bbc radio newcastle presenter died astrazeneca coronavirus vaccine complications coroner concludes lisa shaw died three weeks first dose inquest hears,1,0,0,0,0,0,0,0,0,0,0,0
 orbitalshark borisjohnson lennyhenry totally vile person want part human experiment human civil rights even know ingredients vaccinechimp adrenovirus aborted foetal cells gov website see good luck future,0,0,0,0,0,0,0,1,0,0,0,0
 o_rips lifebiomedguru asshole 21 serious adverse events sounds bad realize hes considering headaches soreness fatigue serious one person died moderna trialfrom placebo groupfrom covid fact check spreading bs o_rips,1,0,0,0,0,0,0,0,0,0,0,0
 drmagwai walllion1 johnrentoul yes test long term effects pfizer vaccine,0,0,1,0,0,0,0,0,0,0,0,0
 none bill gates george soros yeah tend believe white summit doctors say hcq help cure covid backed paper written 2005 fauci says hcq cure vaccine one welcome research,0,0,0,1,0,0,0,0,0,0,0,0
 fraggle_rock74 cheftrainerc kellyhrudey ya health canada telling people take astrazeneca covid vaccine finding bad side effects including deadly blood clots gee surprise dumb fucks lol,1,0,0,0,0,0,0,0,0,0,0,0
 mncovfefe nytimes yes 4 people die getting oxford vaccine 1 got murdered 1 died blunt drama 1 died car cash 1 died fungal lung infection,1,0,0,0,0,0,0,0,0,0,0,0
 rlamartini lynnfynn3 pfizer really want see nnt prevent one icu admission prevent one death ardent advocacy vaccine based early days premature,0,1,1,0,0,0,0,0,0,0,0,0
 1waynebrown bbcquestiontime someone also remind vaccine doesnt stop transmission spreading said virus please,0,1,0,0,0,0,0,0,0,0,0,0
 kellsley thought much publicised authorisation pfizer vaccine course shambles didnt crake long getting good something talked know disaster waiting happen,0,0,0,0,0,0,0,0,0,0,0,1
 4 volunteers develop facial paralysis taking pfizer covid19 jab prompting fda recommend surveillance cases four trial participants received pfizer covid19 vaccine experienced facial paralysis according food drug adm,1,0,0,0,0,0,0,0,0,0,0,0
 rupahuq confirms pfizer vaccine contains cell lines aborted feotus chimpanzee adenovirus vectors cant wait,0,0,0,0,0,0,0,1,0,0,0,0
 nurse pfizers vaccine trial said friends believed covid105 fever side effect vaccine wrong mailonline,1,0,0,0,0,0,0,0,0,0,0,0
 portuguese health worker 41 dies two days getting pfizer covid vaccine uk sonia acevedo 41 suffered sudden death new years day 48 hours receiving jab autopsy expected take place later today tomorrow,1,0,0,0,0,0,0,0,0,0,0,0
 seasidedad1 habberleysteve battleaxebrit1 ask need experimental vaccine virus hugely exaggerated know also ivermectin saving lives ask would make vaccine mandatory,0,0,1,0,0,1,0,0,0,0,0,0
 wouldnt problem get vaccine comes microchip,0,0,0,0,0,0,0,1,1,0,0,0
 shellistevens took jj vaccine friday evening covid already last july last two days flat back high fever nausea body aches pains swear worse actually covid would love hear anyoness experience vaccine reaction vaccine,1,0,0,0,0,0,0,0,0,0,0,0
 bradinw seals corona virus vaccine need wear masks vaccine,0,1,0,0,0,0,0,0,0,0,0,0
 prisonplanet id take vaccine im really comfortable mandatory individual sovereignty body including goes must allowed make choice whether take vaccine,0,0,0,0,1,0,0,0,0,0,0,0
 nope buying extensive research show vaccine rna coincidence gates aug 2019 bought pharma company biontech specialises rna vaccine development company contracted gov supply vaccine,0,0,0,1,0,0,0,0,0,0,0,0
 roinnslainte practicenurses animal studies people dying post vaccination germany denmark norway usa one doctor even expecting mother lost healthy unborn 2840 post vaccine feel messenger rna pushed much astrazeneca jj,1,0,1,0,0,0,0,0,0,0,0,0
 21 woman died new zealand vaccinated pfizer telegraph writes case reported health ministry independent body investigated cause womans death,1,0,0,0,0,0,0,0,0,0,0,0
 23 elderly people die receiving 1st doses pfizer vaccine norway covidvaccine coronavaccine,1,0,0,0,0,0,0,0,0,0,0,0
 sana_foodie cnn unless vaccine proven benefit mankind deserve nobel prize far vaccine benefited ceo pfizer made killing stockmarket offloading 60 stock announcement vaccines effectiveness,0,0,0,1,0,0,0,0,0,0,0,0
 tlavagabond fda admits 2 people died pfizer trials vaccines nanoparticles,1,0,0,0,0,0,0,1,0,0,0,0
 russian sputnik v vaccine contains selfreplicating virus risk vaccinated people science,0,0,0,0,0,0,0,1,0,0,0,0
 verretor scaring hell right already knew trust gates ive looking see vaccine places dont name even one potus mentioned pfizer,0,0,0,0,0,0,1,0,0,0,0,0
 childrenneedus_ erictopol documents submitted fda pfizer vaccine arm 2 deaths 8 adverse events,1,0,0,0,0,0,0,0,0,0,0,0
 via perilofafrica norway links 13 deaths pfizer vaccines side effects,1,0,0,0,0,0,0,0,0,0,0,0
 philstringer7 scam truth claims ivermectin others reducestop covid19 infections public right know access treatments emergency vaccine measure would questioned covid passports made obsolete ivermectin,0,0,1,0,0,0,0,0,0,0,0,0
 stucam7771 trust pretend covid take fake vaccine put money company stock miracle drugthey get richer,0,1,0,0,0,0,0,0,0,0,0,0
 ciaodottoressa rnormand nataliexdean thelancet still arelook uk poster keeps failing thats steal pfizer fireworks 2 adverse events messed trial failed animal trial also failed manufacturing,1,0,1,0,0,0,0,0,0,0,0,0
 jkwan_md health canada warning individuals allergies ingredients pfizer covid19 vaccine receive shot includes vaccine medicines prescribed otc food chart limited doesnt correspond health canada stated,1,0,0,0,0,0,0,1,0,0,0,0
 desmondswayne prime minister instead globalist traitor borisjohnson boris stick population killing vaccine sun never shines must think thick,0,0,0,0,0,0,0,0,1,0,0,0
 matthancock govt publish number vaccine deaths anyone dies within 28 days vaccine compare covid deaths counted way sounds reasonable obviously wont happen matthancock nhs borisjohnson,1,0,0,0,0,0,0,0,0,0,0,0
 drdanielgih flu vaccine supposed lessen symptoms flu dont think thats vaccines work fyi,0,0,0,0,0,1,0,0,0,0,0,0
 blackmail saying dont get vaccine wont reopening covid big pharma media democrat politicians getting predictable,0,0,0,1,0,0,1,0,0,0,0,0
 pfizer_uk think meant tweet leaving stone unturned pursuit massive profits fight covid19 dont really think goodness hearts big company money make,0,0,0,1,0,0,0,0,0,0,0,0
 every person carries corona virus take good care immune system intact dont worry coronavirus longer flu government sows unnecessary fear dark reason want give deadly vaccine,0,0,0,0,0,1,0,0,1,0,0,0
 wwpky includes moderna vac real key execs wouldnt,0,0,0,0,0,0,0,0,0,0,0,1
 shannonrosa hard pass poorly tested biologics manufactured felonious companies caught charged hiding damaging data resulted thousands upon thousands deaths untold injuries merck sanofi pfizer gsk felonious companies,0,0,1,1,0,0,0,0,0,0,0,0
 realdonaldtrump havent seen ads keep whining seen given billions taxpayer pfizer sanofi glaxosmithkline astrazenica develop vaccine im sure theyll turn around charge,0,0,0,1,0,0,0,0,0,0,0,0
 legitimately think covid19 vaccine safe effective dont care taking made wear mask 15 days also known almost year im done,1,1,0,0,0,0,0,0,0,0,0,0
 futurepundit wouldnt go far astrazeneca mainly problems vectored vaccines wouldnt necessarily give immunity bc cant project proteins immune system would glom onto lot others yeah esp mrna,1,0,0,0,0,0,0,0,0,0,0,0
 firing people vaccinated andor vaccine passports total bullshit,0,0,0,0,1,0,0,0,0,0,0,0
 _creatingwealth das_seed wont work like putting cart front horse covaxin type inactivated vaccines poor tcell response prime biased dna vaccine az vectored dna vaccines may work better prime boost reverse suffers original antigen sin,0,1,0,0,0,0,0,0,0,0,0,0
 andywebster beverleyturner devisridhar antibodies drop 50 3 months pfizer say dramatically around 200 days need boosting keep boosting whilst continuing live virus transmit itll become endemic among vaccinated requiring lifetime boosters,0,1,0,0,0,0,0,0,0,0,0,0
 people like fauchi make money vaccine want sell vaccines hcq zinc cant make money hcq vested interest vaccine gates owns patent covid democrats get covid,0,0,0,1,0,0,0,0,0,0,0,0
 senatemajldr wasnt pfizer company made oxycontin got sued many addictions lawsuits wondering want us trust vaccines,0,0,0,1,0,0,0,0,0,0,0,0
 russian teachers said dont want take vaccine believe safe fast tracked,1,0,0,0,0,0,0,0,0,0,0,0
 joshuatyson13 hola please find unroll pfizer vaccine risk always choice coercion cdc 3150 people share think interesting,0,0,0,0,1,0,0,0,0,0,0,0
 tb_tb_tb_tb_tb wanda35945439 supporting evidence jab greater susceptibility 15 jan 2021 see nothing alarming says norwegian drugs regulator 13 deaths linked pfizer vaccine jabs rt world news,1,0,0,0,0,0,0,0,0,0,0,0
 martindaubney gmb piersmorgan bolox would good name pfizer vaccine good names chosen like pandemrix thats great name shame caused narcolepsy government pay millions theyd indemnified glaxo litigation 2009,1,0,0,0,0,0,0,0,0,0,0,0
 sickmillions doses year real safety tens millions 2021moderna announces award us government agency barda 483 million accelerate development mrna vaccine mrna1273 novel coronavirus business wire,0,0,0,0,0,0,1,0,0,0,0,0
 itsshubhangi covaxin poor vaccine inadequate data hubris fact dont need vaccinated travel unga,0,1,0,0,0,1,0,0,0,0,0,0
 stevelawrence_ covid seriously think johnsons plan incubate mutation develop vaccine export virus export vaccine cant deny business model elegance,0,0,0,1,0,0,0,0,1,0,0,0
 japanese researchers investigate intracranial hemorrhage deaths possibly caused pfizers covid19 vaccine bnt162b2 comirnaty covid19 mrna vaccine,1,0,0,0,0,0,0,0,0,0,0,0
 davebrooker33 epigwhisp heard news clip hmmm purposely plannedvaccine uptake project time build public confidence injuries uk yesterday deaths revealedpfizer report fda awfully expensive product scratch others wouldnt,1,0,0,0,0,0,0,0,0,0,0,0
 dont care pathetic garbage covid vaccinei dont trust plan gettin im healthy proudly covid freejust keep washin hands wear masks wherever go soon stay healthy,0,0,0,0,0,1,0,0,0,0,0,0
 kimmagagal2 98 survival rate get covid entire family including 70 pre existing conditions fine vaccine 5050 chance adverse reactions including death youre willing die bro take shot,1,0,0,0,0,0,0,0,0,0,0,0
 marissanovetsky family member died covid vaccine may entitled compensation vax maker though agreed hold liable,1,0,0,0,0,0,0,0,0,0,0,0
 beware covaxin pmoindia mohfw_india cannot put lives millions indians greedy get covid vaccine 100 sure narendramodi take covaxin much hyped photo op fact suspect didnt get shot facility anyway awaiting rti saketgokhale,1,0,0,0,0,0,0,0,0,0,0,0
 covaxinforkids approval vaccine hasnt approved adults government approving kids abhishek sudhir advocate political analyst,0,0,1,0,0,0,0,0,0,0,0,0
 k8bisch senwarrenlimmer next big pharma screws batch medicine somebody gets double dose vaccine somebody dies volunteer screws isnt charged person lined upgetting vehicle trusted person lead rape unplanned pregnancy,1,0,0,1,0,0,0,0,0,0,0,0
 take covid 19 vaccines side effects vaccines big pharma liable vaccines covid population control population climate change seevaccinesinindia,1,0,0,1,0,0,0,0,1,0,0,0
 peteowen14 borisjohnson big pharma want experience new vaccine named arn messager thats people around world guinea pig new vaccine anyway covid happening since november 2019 europe,0,0,1,1,0,0,0,0,0,0,0,0
 pfizer trials 41000 volunteers 6 countries problems recent volunteers received 2nd vaccine dose late nov 13 nobody tested see caught asymptomatic covid_19 170 total caught covid rush,0,0,1,0,0,0,0,0,0,0,0,0
 knightsatire ive tweeted pfizer asking peer reviews insist governments indemnify arent 100 backing products reply course interested quick guaranteed huge profit genuinely caring peoples health info lots rush,0,0,0,1,0,0,0,0,0,0,0,0
 darthcalculus catturd2 mandated vaccine manmade virus dubbed covid19 would loose supporti dont think since thats unamerican look happen watch vaccine virus optional fetal cells,0,0,0,0,1,0,0,1,0,0,0,0
 levinepmc wait see politicians take first seem convinced safe shares pfizer,0,0,0,1,0,0,1,0,0,0,0,0
 indians shooting people covaxin covashield time mixing merging blurring information two people cant actually file lawsuit case side effects dont know vaccine got,0,0,0,1,0,0,0,0,0,0,0,0
 brotherjev laurie_garrett moderna_tx trials moderna joke 30k test subjects zero covid tests prior getting vaccine clue already covid zero covid tests trials unless became seriously ill many minor symptom covid cases,0,0,1,0,0,0,0,0,0,0,0,0
 pfizer us_fda vaccines family screw,0,0,0,0,0,0,0,0,0,0,0,1
 acceptable risk death following medical product two people india die covid vaccination bharat biotech says vaccine risky,1,0,0,0,0,0,0,0,0,0,0,0
 romitmetal dqambler standupx2 fake test cannot isolate covid19 dont want bill gates vaccine one want dont force rest us,0,0,0,1,1,0,0,0,0,0,0,0
 like playing russian roulette taking called covid19 vaccine thank dr herve seligmann thank ned nikolov post informative article,0,0,0,0,0,0,0,0,0,0,0,1
 sundeepparija come lt col parija show fauji mettle engage points ive made rather sharing adulatory post 1 face saver pathetic foreign policy till 2 indias vaccine strategy like china russia covaxin unproven,0,0,1,0,0,0,0,0,0,0,0,0
 mariabartiromo moderna_tx morningsmaria foxbusiness rush fast possible still wont change fact going take,0,0,1,0,0,0,0,0,0,0,0,0
 therustler83 velha508 alexberenson pfizer congress refuses grant businesses corps immunity liability covid keep econ going allow healthy work quick make rushed vax w many serious side effects including deathliability free,1,0,1,0,0,0,0,0,0,0,0,0
 covid19 didnt created dothen vaccine,0,0,0,0,0,0,0,0,1,0,0,0
 fact iceland banned moderna ages nobody gets another dose moderna gene therapy covid19 aka vaccine iceland,1,0,0,0,0,0,0,0,0,0,0,0
 jeremyfarrar killer vaccines toxic untested nano tec junk vaccine 2021 even gun point would take borisjohnson matthancock billgates novaccines disease made,1,0,1,0,0,1,0,0,0,0,0,0
 jan_pierce agreed mom wont get vaccine suspect neighbors wont kids,0,0,0,0,0,0,0,0,0,0,0,1
 much comment media pfizer quietly rebranded vaccine suggest gives immunity covid clearly doesnt,0,1,0,0,0,0,0,0,0,0,0,0
 idk yall im getting covid vaccine yall go first,0,0,0,0,0,0,0,0,0,0,0,1
 paulbis09462457 jocami_ca gsk made 98b one single vaccine,0,0,0,1,0,0,0,0,0,0,0,0
 exactly im taking vaccine since america prioritize incarcerated people,0,0,0,0,0,0,0,0,0,0,0,1
 itsmeterah jstang1984 annecagle emergjenncy tell us weeks better gives birth ever happens side effects dont always come right away covid19 vaccinedeath vaccinesdontwork vaccines pfizer,1,1,0,0,0,0,0,0,0,0,0,0
 fuck got dam vaccine dont got time dumb shyt money grab,0,0,0,1,0,0,0,0,0,0,0,0
 chamath concern already covid acquired natural immunity far superior vaccine would need want sketchy vaccine work beyond weeks,0,1,0,0,0,1,0,0,0,0,0,0
 probably going call day 30 population vaccinated make rest available choose herd immunity declared attained via natural infection plus minority people gotten vaccine never anywhere,0,1,0,0,0,0,0,0,0,0,0,0
 mhragovuk moderna_tx many people already given brain away astra zenaca aborted foetus covid vaccine wish wed known one coming uk vitamin boost apparently,0,0,0,0,0,0,0,1,0,0,0,0
 vaccine shit really pisses blind daughter wont getting anymore,0,0,0,0,0,0,0,0,0,0,0,1
 would people take vaccine without evidence efficacy wouldnt,0,1,1,0,0,0,0,0,0,0,0,0
 take vaccine literally herion,0,0,0,0,0,0,0,0,0,0,0,1
 jimhigham jamesmelville 9998 chance healthy getting covid vaccine least effective give net benefit seat belt analogy completely irrelevant risk serious harm without belt isfar far higher vaccine reduce risk,0,1,0,0,0,0,0,0,0,0,0,0
 sputnikint many died died within 60 days vaccine,1,0,0,0,0,0,0,0,0,0,0,0
 madcanadian2017 cosmicstoic ctvnews youre suggesting vaccine hurt us would even released know,1,0,0,0,0,0,0,0,0,0,0,0
 im getting gun license im getting vaccine passport yall fuck way fuck,0,0,0,0,1,0,0,0,0,0,0,0
 european medicines agency concluded link astrazenecas covid19 vaccine rare dangerous clotting events reported number countries vaccine used events cases fatal,1,0,0,0,0,0,0,0,0,0,0,0
 fuck pfizer bullshit vaccines fuck anyone takes idiots,0,0,0,0,0,0,0,0,0,0,0,1
 crabb_vicki docbastard melissa08972285 dfreedman7 katsienk drtessat pro_vaxxer smcmenemin qteam1776 mauiliberty jennifermarguli picphysicians thank answer point called godfather vaccines board merck pfizer sanofi glaxosmithkline hands every aspect childhood vaccines madman wheel crying,0,0,0,1,0,0,0,0,0,0,0,0
 markalanmarks1 thedaily_expose 𝗪𝗲 𝗱𝗶𝗱𝗻𝘁 𝘁𝗵𝗶𝗻𝗸 𝗶𝘁 𝗰𝗼𝘂𝗹𝗱 𝗴𝗲𝘁 𝗮𝗻𝘆 𝘄𝗼𝗿𝘀𝗲 wrong think pfizer jab safe uk gov release 3rd report adverse reactions covid jabs,1,0,0,0,0,0,0,0,0,0,0,0
 prolongingcovid let us explain people let sell vaccine oppose vaccine pass vaccine ivm,0,0,0,1,0,0,0,0,0,0,0,0
 vaccine controversial many needs safe tested hail mary take word president compromised integrity speech added military would distribute sounds little dangerous debate2020,0,0,1,0,0,0,0,0,0,0,0,0
 different topichow many going take vaccine covid im 2 minds im anti vaxxer concerns may rushed,0,0,1,0,0,0,0,0,0,0,0,0
 am_sron feralhogbacon annwilburn7 moderna_tx trust hospitals making money others things right,0,0,0,1,0,0,0,0,0,0,0,0
 mercks ebola vaccine never completed human clinical trial gave emergency authorization liberia guinea kind enough say trial results matter giving oxford vaccine authorization,0,0,1,0,0,0,0,0,0,0,0,0
 gatesfunded vaccine causes polio outbreak sudan evidence modernas covid foreknowledge welcome daily wrap concise show dedicated bringing relevant independent news see last 24 hours due,1,0,0,0,0,0,0,0,0,0,0,0
 123max6 michaelvdgalien get vaccine wear muzzle prc test every day protect leave us wappies alone,0,0,0,0,0,0,0,0,0,0,0,1
 pfizer_uk thanks ive got bodys immune system great job know vaccine,0,0,0,0,0,1,0,0,0,0,0,0
 kaithenerdywah karpour answer 3 severe side effects mean one protected experience everyones immune system different sensitive mount different response pfizers vaccine known produce,1,0,0,0,0,0,0,0,0,0,0,0
 karlhawkes joebiden suspicious wet market story isnt well yes thats exactly mate immune system give us herd immunity getting virus vaccine basically thing long dont die virus protect vulnerable imprison everyone hmm,0,0,0,0,0,1,0,0,0,0,0,0
 family italian woman died weeks oxfordastrazeneca coronavirus vaccine taking legal action one number cases across europe mounted astrazeneca,1,0,0,0,0,0,0,0,0,0,0,0
 borisjohnson dr vernon coleman laid 100000 challenge health advisors participate public debate dangers covid19 vaccine put forward senior advisors whitty vallance,1,0,0,0,0,0,0,0,0,0,0,0
 marco55139885 rob_miller12345 wouldnt blase way matthancock going every forced mandatory vaccine told wont allowed work guaranteed wont benefits either time tell,0,0,0,0,1,0,0,0,0,0,0,0
 youve covid19 vaccine 2doses protected virus 99 survival rate 000005 risk children 005 risk someone healthy 65 insist healthy unvaccinated people face restrictions abhorrent novaxports,0,0,0,0,1,1,0,0,0,0,0,0
